"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.121578087E0,5.286396146E-1,-8.101644516E-1,4.846982956E-1
3.138244024E0,1.064179540E-1,-9.241719246E-1,3.114862442E-1
3.154909962E0,1.630415916E-1,-9.757080078E-1,2.459430695E-2
3.171575899E0,4.301102757E-1,-1.037043095E0,-3.231821060E-1
3.188241837E0,6.245074272E-1,-1.188967466E0,1.741600037E-1
3.204907774E0,8.358246088E-1,-8.757367134E-1,-3.646183014E-2
3.221573712E0,1.209670067E0,-8.059937954E-1,-4.222917557E-1
3.238239649E0,1.304493666E0,-6.918101311E-1,-6.382141113E-1
3.254905587E0,1.152814388E0,-6.914656162E-1,-6.123876572E-1
3.271571524E0,7.664422989E-1,-7.091240883E-1,-7.750592232E-1
3.288237462E0,4.560952187E-1,-9.197878838E-1,-7.592539787E-1
3.304903399E0,6.523829103E-1,-1.294503450E0,-2.576351166E-1
3.321569337E0,-1.859567463E-1,5.390963554E-1,1.651916504E-1
3.338235274E0,5.685858130E-1,-5.368268490E-1,-6.487808228E-1
3.354901212E0,5.088376999E-1,-5.142576694E-1,-6.582174301E-1
3.371567149E0,1.781429052E-1,-5.470113754E-1,5.068635941E-1
3.388233087E0,3.340816498E-2,-3.789989948E-1,1.503766060E0
3.404899024E0,2.761952281E-1,-4.707944393E-1,2.067584038E0
3.421564962E0,9.017634392E-2,-8.580734730E-1,1.569392204E0
3.438230899E0,4.718781114E-1,-5.696732998E-1,1.506558418E0
3.454896837E0,4.080315828E-1,-6.568880081E-1,1.224426270E0
3.471562774E0,2.831168771E-1,-6.629514694E-1,1.148929596E0
3.488228712E0,3.896418214E-1,-6.558814049E-1,1.371786118E0
3.504894649E0,6.707253456E-1,-5.005517006E-1,1.653037071E0
3.521560587E0,8.088060617E-1,-4.012787342E-1,1.568058014E0
3.538226524E0,6.415824294E-1,-3.492245674E-1,1.099474907E0
3.554892462E0,1.053914547E0,-3.059339523E-2,6.685924530E-1
3.571558399E0,3.716298938E-1,-3.738319874E-1,2.553396225E-1
3.588224337E0,6.711959839E-1,9.066200256E-2,-1.208229065E-1
3.604890274E0,1.110794306E0,1.541433334E-1,-7.079362869E-1
3.621556212E0,1.232303500E0,-4.191589355E-2,-1.010035038E0
3.638222149E0,6.001865864E-1,1.025094986E-1,-1.034431458E0
3.654888087E0,1.867394447E-1,4.556035995E-2,-4.962720871E-1
3.671554024E0,1.878684759E-1,-3.676700592E-2,-1.240100861E-1
3.688219962E0,3.111565113E-1,2.620601654E-2,-4.185371399E-1
3.704885899E0,6.603111029E-1,9.994935989E-2,-1.587389469E0
3.721551837E0,9.182475805E-1,-1.055567265E-1,-9.519186020E-1
3.738217774E0,1.511539578E0,2.278094292E-1,1.513824463E-1
3.754883712E0,1.242937803E0,2.901222706E-1,6.110944748E-1
3.771549649E0,1.286040068E0,-2.863645554E-3,1.469697952E0
3.788215587E0,6.076462865E-1,1.198008060E-1,6.731128693E-1
3.804881524E0,2.728269100E-1,2.077670097E-1,-5.974311829E-1
3.821547462E0,2.223046422E-1,-3.100442886E-2,-1.400757313E0
3.838213399E0,2.616069317E-1,1.501717567E-1,-1.259906292E0
3.854879337E0,4.314741790E-1,2.611987591E-1,-9.079647064E-1
3.871545274E0,4.894301295E-2,2.367212772E-1,-6.255445480E-1
3.888211212E0,-3.813068271E-1,-4.443407059E-3,-3.832702637E-1
3.904877149E0,-3.584168851E-1,2.265367508E-1,-3.817243576E-1
3.921543087E0,-3.080766201E-1,3.024086952E-1,-4.413824081E-1
3.938209024E0,-1.196556315E-1,3.788404465E-1,-4.362573624E-1
3.954874962E0,2.321586013E-2,4.653751850E-1,-5.796957016E-1
3.971540899E0,-3.331912756E-1,4.857909679E-1,-5.293893814E-1
3.988206837E0,-6.384899616E-1,5.802404881E-1,-2.478084564E-1
4.004872774E0,-7.465981245E-1,5.883133411E-1,1.116914749E-1
4.021538712E0,-6.353952885E-1,6.709902287E-1,4.325962067E-1
4.038204649E0,-4.500622451E-1,7.269251347E-1,3.647127151E-1
4.054870587E0,-3.557621241E-1,7.305922508E-1,1.583862305E-1
4.071536524E0,-5.339639187E-1,8.184168339E-1,-5.616664886E-2
4.088202462E0,-8.979802132E-1,7.163994312E-1,-1.416864395E-1
4.104868399E0,-1.087474823E0,6.384994984E-1,-3.465938568E-2
4.121534337E0,-8.938576579E-1,5.957996845E-1,-2.299022675E-2
4.138200274E0,-4.683085084E-1,6.831896305E-1,-1.572513580E-1
4.154866212E0,-3.071820438E-1,8.833847046E-1,-3.226146698E-1
4.171532149E0,-3.109187782E-1,1.039769888E0,-5.152845383E-1
4.188198087E0,-7.007220387E-1,1.078429699E0,-8.078336716E-1
4.204864024E0,-1.193281174E0,1.045347929E0,-1.701665401E0
4.221529962E0,-1.344718456E0,1.435540676E0,-2.459836960E0
4.238195899E0,-3.989577889E-1,1.695766687E0,-1.164438248E0
4.254861837E0,-1.894022226E-1,1.621185303E0,-8.863048553E-1
4.271527774E0,-8.367480040E-1,1.772170544E0,-5.785036087E-1
4.288193712E0,-1.473643064E0,1.781458139E0,-2.169198990E-1
4.304859649E0,-1.421089649E0,1.582103491E0,-4.646759033E-1
4.321525587E0,-9.779258966E-1,1.513273716E0,-7.346639633E-1
4.338191524E0,-6.426286697E-1,1.492441177E0,-7.775869370E-1
4.354857462E0,-9.153601527E-1,1.635921955E0,-1.578336239E0
4.371523399E0,-1.414274693E0,1.408526897E0,-2.142095566E-1
4.388189337E0,-8.068960309E-1,1.371087313E0,9.680004120E-1
4.404855274E0,-5.597483516E-1,1.342726946E0,1.218523979E0
4.421521212E0,-6.669228673E-1,1.293047190E0,9.194545746E-1
4.438187149E0,-7.229297161E-1,1.247876406E0,2.917423248E-1
4.454853087E0,-4.535681903E-1,1.165382147E0,-1.751832962E-1
4.471519024E0,-1.909642816E-1,1.033493996E0,-6.546020508E-3
4.488184962E0,1.296378374E-1,1.036088943E0,6.338491440E-1
4.504850899E0,5.199835300E-1,9.849441051E-1,1.305464745E0
4.521516837E0,4.902546406E-1,8.206567764E-1,1.793476105E0
4.538182774E0,1.523019671E-1,5.411624908E-1,2.064098358E0
4.554848712E0,1.625101566E-1,3.969810009E-1,2.050125122E0
4.571514649E0,2.144448161E-1,1.658687592E-1,1.924333572E0
4.588180587E0,-2.656400204E-2,-5.686950684E-2,1.708097458E0
4.604846524E0,-2.323764563E-2,-1.560461521E-1,1.363960266E0
4.621512462E0,-3.326586485E-1,-5.118027925E-1,1.186227798E0
4.638178399E0,-1.070685387E0,-6.826359034E-1,1.313774109E0
4.654844337E0,-1.759941936E0,1.452299356E-1,1.534567833E0
4.671510274E0,-1.519577265E0,8.340123892E-1,-4.013633728E-1
4.688176212E0,-2.566744089E-1,1.184988737E0,-3.878609180E0
4.704842149E0,2.302842140E-1,1.330504060E0,-6.522779465E0
4.721508087E0,-6.183321476E-1,1.022016168E0,-7.397347450E0
4.738174024E0,-2.185016155E0,5.979127884E-1,-6.421167374E0
4.754839962E0,-3.231073856E0,3.318055868E-1,-4.444681168E0
4.771505899E0,-3.170654297E0,3.299006224E-1,-2.640074253E0
4.788171837E0,-2.453164577E0,7.228188515E-1,-1.667885780E0
4.804837774E0,-1.963051081E0,1.285561442E0,-1.711184978E0
4.821503712E0,-1.375358343E0,1.792085886E0,-2.275039673E0
4.838169649E0,-2.800273895E-2,2.148085594E0,-2.703995705E0
4.854835587E0,1.216628313E0,2.656834602E0,-2.353558064E0
4.871501524E0,1.518217325E0,3.100048304E0,-1.722073078E0
4.888167462E0,6.581158638E-1,3.770233631E0,-2.025915623E0
4.904833399E0,-3.166079521E-1,4.445541382E0,-2.190265656E0
4.921499337E0,-8.335828185E-1,4.741082191E0,-8.536901474E-1
4.938165274E0,4.410800934E-1,3.862794161E0,9.849443436E-1
4.954831212E0,2.284547329E0,2.902995110E0,1.683463097E0
4.971497149E0,2.521219730E0,1.746232748E0,-9.667158127E-1
4.988163087E0,1.396278143E-1,2.827224731E-1,-4.035954952E0
5.004829024E0,-1.576000094E0,1.721819401E0,-3.529166698E0
5.021494962E0,-1.742522955E0,1.295314789E0,-9.338526726E-1
