"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.340100938E0,-9.771988869E0,-4.498955154E1,3.439682484E0
6.356766875E0,1.092323542E0,-4.536432648E1,1.331934834E1
6.373432813E0,1.400907898E1,-4.386971283E1,1.371835136E1
6.390098750E0,2.115584183E1,-3.926053619E1,4.651946545E0
6.406764688E0,2.495235443E1,-3.446801376E1,-6.690930128E-1
6.423430625E0,3.251606750E1,-2.779203606E1,9.848558426E0
6.440096563E0,4.392115784E1,-1.627508163E1,1.979462624E1
6.456762500E0,6.193671799E1,-1.844268084E0,1.969891167E1
6.473428438E0,7.734948730E1,1.019761181E1,9.931709290E0
6.490094375E0,7.611688232E1,2.307668114E1,1.362114334E1
6.506760313E0,5.625226974E1,3.038795090E1,2.896182823E1
6.523426250E0,3.354079437E1,3.287528992E1,2.984836960E1
6.540092188E0,1.552882099E1,3.354438400E1,1.541097450E1
6.556758125E0,3.548556089E0,3.111895752E1,3.104089260E0
6.573424063E0,-2.718545675E0,2.211297226E1,-2.210369855E-1
6.590090000E0,-1.086969566E1,1.699472427E1,-5.973083377E-1
6.606755938E0,-1.907438660E1,1.786541176E1,-3.072982550E0
6.623421875E0,-2.201546478E1,1.890569115E1,-2.469691992E0
6.640087813E0,-1.927657890E1,2.055913162E1,-1.411466241E0
6.656753750E0,-9.375378609E0,2.378376007E1,-3.373879790E-1
6.673419688E0,4.619643211E0,2.868126869E1,1.527219057E0
6.690085625E0,2.040778542E1,3.354378510E1,9.740881920E0
6.706751563E0,3.623600769E1,3.423171997E1,2.675564575E1
6.723417500E0,4.895565414E1,2.892384148E1,4.133600998E1
6.740083438E0,6.157061768E1,1.373928833E1,3.801895905E1
6.756749375E0,6.900661469E1,-1.944168471E-2,1.649492264E1
6.773415313E0,6.413452911E1,-1.073240757E1,-1.490130305E0
6.790081250E0,4.440660095E1,-1.857039833E1,4.289732933E0
6.806747188E0,2.069642067E1,-2.142802620E1,1.809691811E1
6.823413125E0,4.647160530E0,-2.317598343E1,1.672523117E1
6.840079063E0,-6.126523495E0,-2.438824654E1,5.778965950E0
6.856745000E0,-1.031755257E1,-2.925255585E1,-2.676671267E0
6.873410938E0,-1.420319748E1,-3.523341751E1,-5.845665932E0
6.890076875E0,-2.155514526E1,-3.804019547E1,-4.048655987E0
6.906742813E0,-2.337787628E1,-4.013899994E1,-4.564907551E0
6.923408750E0,-1.225663567E1,-4.041896057E1,-1.202692509E0
6.940074688E0,9.142974854E0,-4.094358826E1,5.524429321E0
6.956740625E0,2.032523346E1,-3.584448242E1,6.730112553E0
6.973406563E0,2.531636238E1,-3.102204895E1,1.999502420E0
6.990072500E0,3.112314415E1,-2.588346100E1,1.824527264E0
7.006738438E0,3.891387558E1,-1.866371727E1,1.081256771E1
7.023404375E0,4.455675125E1,-5.545067310E0,1.696092606E1
7.040070313E0,5.939105606E1,2.237588167E0,1.289073372E1
7.056736250E0,6.277480316E1,1.066271687E1,1.047846985E1
7.073402188E0,5.225864792E1,2.209502602E1,2.625105858E1
7.090068125E0,4.422803497E1,2.922055244E1,4.173561096E1
7.106734063E0,3.211257553E1,3.155863953E1,3.378994751E1
7.123400000E0,1.738894081E1,2.989742088E1,2.015923119E1
7.140065938E0,5.382355213E0,2.346820641E1,9.966704369E0
7.156731875E0,-7.016055107E0,1.779213142E1,3.338585854E0
7.173397813E0,-1.826202202E1,1.609681702E1,-1.880459547E0
7.190063750E0,-2.461556435E1,1.719841194E1,-4.347459793E0
7.206729688E0,-2.512284279E1,1.880339813E1,-2.585743904E0
7.223395625E0,-1.663131332E1,2.115853500E1,1.640578985E0
7.240061563E0,2.754737139E-1,2.386541557E1,7.101299286E0
